0.4632195488	0.0237133784
0.0000000000	0.1275097628
0.0000000000	0.1436108366
0.0000000000	0.0252636713
0.0000000000	-0.0692065414
0.0000000000	0.0241040034
0.0000000000	0.1290600557
0.0000000000	0.1449658171
0.0000000000	0.0248852534
0.0000000000	-0.0666918930
0.0000000000	0.0225537104
0.0000000000	0.1280957003
0.0000000000	0.1438061491
0.0000000000	0.0219677729
0.0000000000	-0.0684374985
0.0000000000	0.0231396479
0.0000000000	0.1269238253
0.0000000000	0.1441967741
0.0000000000	0.0229443354
0.0000000000	-0.0695971664
0.0000000000	0.0277905267
0.0000000000	0.1275097628
0.0000000000	0.1426342742
0.0000000000	0.0235180659
0.0000000000	-0.0690112289
0.0000000000	0.0241040034
0.0000000000	0.1275097628
0.0000000000	0.1441967741
0.0000000000	0.0217724605
0.0000000000	-0.0664965805
0.0000000000	0.0258496088
0.0000000000	0.1267285128
0.0000000000	0.1441967741
0.0000000000	0.0215893550
0.0000000000	-0.0657153306
0.0000000000	0.0262402338
0.0000000000	0.1267285128
0.0000000000	0.1441967741
0.0000000000	0.0221630854
0.0000000000	-0.0676562485
0.0000000000	0.0244946284
0.0000000000	0.1298413057
0.0000000000	0.1430248991
0.0000000000	0.0219677729
0.0000000000	-0.0709521469
0.0000000000	0.0248852534
0.0000000000	0.1261547823
0.0000000000	0.1412792937
0.0000000000	0.0246899409
0.0000000000	-0.0690112289
0.0000000000	0.0254589838
0.0000000000	0.1273144503
0.0000000000	0.1445751921
0.0000000000	0.0208081050
0.0000000000	-0.0692065414
0.0000000000	0.0258496088
0.0000000000	0.1259594698
0.0000000000	0.1436108366
0.0000000000	0.0237133784
0.0000000000	-0.0682421860
0.0000000000	0.0270214838
0.0000000000	0.1271191378
0.0000000000	0.1443920866
0.0000000000	0.0237133784
0.0000000000	-0.0682421860
0.0000000000	0.0229443354
0.0000000000	0.1267285128
0.0000000000	0.1428295867
0.0000000000	0.0215893550
0.0000000000	-0.0649462876
0.0000000000	0.0241040034
0.0000000000	0.1261547823
0.0000000000	0.1453564421
0.0000000000	0.0248852534
0.0000000000	-0.0666918930
0.0000000000	0.0242993159
0.0000000000	0.1271191378
0.0000000000	0.1443920866
0.0000000000	0.0242993159
0.0000000000	-0.0672656235
0.0000000000	0.0260449213
0.0000000000	0.1271191378
0.0000000000	0.1430248991
0.0000000000	0.0219677729
0.0000000000	-0.0666918930
0.0000000000	0.0256542963
0.0000000000	0.1273144503
0.0000000000	0.1426342742
0.0000000000	0.0235180659
0.0000000000	-0.0659106431
0.0000000000	0.0250805658
0.0000000000	0.1259594698
0.0000000000	0.1428295867
0.0000000000	0.0219677729
0.0000000000	-0.0684374985
0.0000000000	0.0262402338
0.0000000000	0.1271191378
0.0000000000	0.1438061491
0.0000000000	0.0233349604
0.0000000000	-0.0688159164
0.0000000000	0.0250805658
0.0000000000	0.1267285128
0.0000000000	0.1443920866
0.0000000000	0.0250805658
0.0000000000	-0.0688159164
0.0000000000	0.0250805658
0.0000000000	0.1290600557
0.0000000000	0.1459423796
0.0000000000	0.0213940425
0.0000000000	-0.0678515610
0.0000000000	0.0258496088
0.0000000000	0.1259594698
0.0000000000	0.1443920866
0.0000000000	0.0223583979
0.0000000000	-0.0690112289
0.0000000000	0.0246899409
0.0000000000	0.1228466769
0.0000000000	0.1422558562
0.0000000000	0.0211987300
0.0000000000	-0.0688159164
0.0000000000	0.0252636713
0.0000000000	0.1269238253
0.0000000000	0.1440014616
0.0000000000	0.0233349604
0.0000000000	-0.0659106431
0.0000000000	0.0235180659
0.0000000000	0.1263500948
0.0000000000	0.1426342742
0.0000000000	0.0204174800
0.0000000000	-0.0678515610
0.0000000000	0.0258496088
0.0000000000	0.1271191378
0.0000000000	0.1426342742
0.0000000000	0.0237133784
0.0000000000	-0.0676562485
0.0000000000	0.0235180659
0.0000000000	0.1251782199
0.0000000000	0.1428295867
0.0000000000	0.0227490229
0.0000000000	-0.0678515610
0.0000000000	0.0233349604
0.0000000000	0.1280957003
0.0000000000	0.1426342742
0.0000000000	0.0204174800
0.0000000000	-0.0672656235
0.0000000000	0.0235180659
0.0000000000	0.1265332003
0.0000000000	0.1438061491
0.0000000000	0.0215893550
0.0000000000	-0.0676562485
0.0000000000	0.0246899409
0.0000000000	0.1251782199
0.0000000000	0.1438061491
0.0000000000	0.0221630854
0.0000000000	-0.0664965805
0.0000000000	0.0237133784
0.0000000000	0.1245922824
0.0000000000	0.1412792937
0.0000000000	0.0227490229
0.0000000000	-0.0678515610
0.0000000000	0.0248852534
0.0000000000	0.1267285128
0.0000000000	0.1445751921
0.0000000000	0.0219677729
0.0000000000	-0.0674609360
0.0000000000	0.0252636713
0.0000000000	0.1236279269
0.0000000000	0.1408886687
0.0000000000	0.0211987300
0.0000000000	-0.0694018539
0.0000000000	0.0233349604
0.0000000000	0.1302197237
0.0000000000	0.1436108366
0.0000000000	0.0210034175
0.0000000000	-0.0694018539
0.0000000000	0.0231396479
0.0000000000	0.1230419894
0.0000000000	0.1441967741
